"wavelength [AA]"
2.259
2.306
2.342
2.3577
2.4025
2.4452
2.5111
2.6076
2.6149
2.64622
2.7153
2.8253
4.9351
5.0523
5.0573
5.58
5.628
5.883
5.945
5.994
6.063
6.277
6.309
6.362
6.403
6.454
6.592
6.671
6.789
7.024
7.106
7.28
7.34
7.425
7.598
7.671
7.76
8.054
8.101
8.312
8.418
8.519
8.537
8.543
8.627
8.684
8.789
8.837
8.911
8.953
9.055
9.1518
9.1578
9.1622
9.2472
9.2601
9.3295
9.3345
9.357
9.474
9.683
9.998
10.075
10.138
10.371
10.388
10.518
10.893
11.072
11.173
11.223
11.312
12.158
12.317
12.344
12.372
12.607
12.721
12.741
12.968
13.046
13.136
13.25
13.359
13.937
14.192
15.493
15.549
17.374
18.353
18.475
18.663
19.361
19.834
21.43
22.067
22.155
22.264
28.094
28.757
29.035
30.476
31.94
32.029
34.653
35.05
35.684
38.146
43.329
44.252
45.436
45.523
48.164
48.381
48.571
49.809
51.201
51.285
52.873
55.5
59.826
63.14
65.57
66.438
66.817
67.231
67.321
67.589
73.632
74.828
75.058
75.078
75.786
75.786
75.875
76.223
76.341
76.491
76.539
76.623
76.797
76.99
77.313
77.538
79.662
81.263
81.625
81.663
82.22
82.493
82.527
82.758
83.095
83.332
83.656
83.771
84.159
84.808
84.81
85.015
85.052
85.311
85.38
85.523
85.94
85.984
86.413
86.618
86.654
86.807
86.894
87.019
87.05
87.129
87.258
87.337
87.367
87.456
87.68
87.827
88.154
88.313
88.32
88.345
88.569
88.631
88.755
88.809
88.81
88.916
88.98
89.065
89.112
89.238
89.325
89.53
89.608
89.798
89.815
90.05
90.169
90.285
90.423
90.621
90.876
91.258
91.484
91.754
91.759
91.928
92.029
92.242
92.458
92.667
92.738
92.738
92.776
93.192
93.514
93.543
93.77
93.801
93.858
93.964
93.99
94.045
94.305
94.365
94.438
94.95
95.267
95.525
95.656
95.992
96.666
96.924
96.965
96.977
97.704
97.762
99.056
99.155
99.183
99.33
99.614
99.784
99.828
100.13
100.54
101.347
101.391
101.765
102.886
102.908
102.909
103.316
103.374
104.239
104.396
104.98
105.349
106.033
106.132
106.193
106.213
106.923
107.098
107.147
107.488
107.514
107.694
108.001
108.245
109.253
109.474
109.589
110.036
111.922
112.295
112.659
113.15
113.291
113.552
114.08
114.153
114.353
114.458
114.594
114.603
114.773
114.806
115.0
115.473
115.632
115.98
116.419
117.26
117.26
117.601
117.601
117.649
117.69
118.318
118.599
119.085
119.194
119.274
120.274
120.69
121.069
121.268
121.507
121.542
122.103
122.201
122.535
123.081
123.835
123.89
124.001
124.469
124.876
125.042
125.138
125.166
125.244
125.713
125.733
126.372
126.454
126.82
126.93
127.16
127.227
127.344
127.42
127.984
127.987
128.319
128.784
128.808
129.045
129.082
129.269
129.375
129.556
129.683
129.906
129.995
130.028
130.156
130.381
130.799
130.969
131.235
131.286
132.493
132.536
132.749
132.777
133.018
133.721
134.183
134.405
134.505
134.821
135.612
135.917
136.01
136.415
136.475
137.193
137.246
137.35
137.532
137.651
137.7
137.772
138.212
138.67
138.725
139.076
139.67
140.952
141.269
141.689
142.89
147.569
147.972
148.054
148.73
148.828
149.296
149.668
150.726
150.945
152.349
153.215
153.47
153.575
153.88
154.252
154.346
154.611
154.613
154.698
155.038
155.77
155.939
157.051
157.785
158.21
159.77
160.47
161.196
161.638
161.73
162.69
162.89
163.564
163.848
164.08
164.568
165.77
166.49
167.663
167.91
168.077
171.408
175.1
178.524
179.308
180.96
181.353
182.714
184.502
187.549
191.606
191.991
194.938
195.039
195.516
196.557
197.588
202.48
204.619
205.69
208.941
213.755
214.888
217.394
217.892
218.238
224.726
224.9
225.214
226.469
229.262
229.411
229.677
229.981
230.071
230.433
232.233
233.015
234.187
235.25
236.623
239.567
241.361
241.847
241.967
242.25
242.39
242.615
243.14
243.486
243.773
245.155
245.327
246.38
246.669
246.717
246.862
247.286
247.896
248.065
248.759
249.74
251.223
252.302
253.401
253.599
253.779
253.82
254.092
254.099
254.12
254.408
255.274
255.489
255.775
256.284
256.48
256.762
257.339
258.069
258.333
258.507
258.814
258.999
259.228
259.449
259.782
259.804
259.888
259.893
260.23
260.485
260.516
260.681
261.612
261.619
262.101
262.395
262.443
263.211
263.31
263.62
264.142
265.322
265.442
265.825
265.858
265.921
266.077
266.129
266.496
266.552
266.586
266.642
266.668
266.883
266.95
267.539
267.651
267.67
267.731
268.284
268.955
269.197
269.489
270.48
270.824
270.872
270.94
271.215
271.563
272.535
272.84
273.508
273.894
274.086
274.397
274.583
274.723
274.937
275.075
275.21
275.28
276.23
276.79
277.771
277.841
278.338
278.748
278.851
279.198
280.825
281.128
285.276
288.73
288.888
288.92
289.078
289.57
290.949
291.92
292.49
292.534
292.837
293.83
293.879
294.395
294.713
295.32
295.36
295.58
296.673
297.338
298.34
298.779
301.01
301.106
302.314
302.351
304.507
305.301
306.025
306.339
306.407
307.698
309.293
311.347
311.547
312.24
312.423
312.995
313.05
313.349
313.389
314.695
314.956
315.218
315.987
317.302
318.149
318.224
318.607
318.69
318.832
319.037
319.22
319.28
319.921
320.022
320.585
320.599
320.981
321.691
322.197
322.59
322.856
322.993
323.843
324.437
325.58
326.0973
326.567
326.78
326.863
327.0985
327.57
327.941
329.242
329.4055
330.287
331.2543
331.756
331.9886
332.2339
333.04
333.084
333.5137
333.7
333.796
333.8803
334.344
334.7188
335.125
335.143
335.1471
335.658
335.766
336.621
336.715
336.974
336.9978
337.0898
338.259
338.4697
338.907
339.023
340.3322
340.585
340.716
340.776
340.928
340.9816
341.687
341.9631
342.9489
343.2236
343.8067
343.984
344.0305
344.2271
344.452
344.583
344.676
344.718
345.0194
345.532
346.5098
346.586
346.8842
347.042
347.3438
347.5466
347.6182
347.7009
347.936
348.1698
348.3111
348.4462
348.5037
349.6156
349.7024
349.9222
349.9602
350.0238
350.2279
350.5566
350.7398
350.8094
351.304
351.3861
351.754
351.7603
351.8985
352.059
352.118
352.2875
353.0873
353.305
353.976
354.3298
355.289
356.3548
356.4469
356.4815
356.5837
356.8577
356.9131
357.5126
357.6959
358.3321
358.5447
358.7749
358.885
359.2052
359.4388
359.6703
359.7103
359.821
360.0549
360.088
360.2818
360.9194
360.921
361.0079
361.0207
361.076
361.1765
361.4452
361.9568
362.034
362.0456
362.8417
363.054
363.1616
363.3829
363.4123
363.46
363.52
363.7507
363.8232
365.2103
365.2345
365.415
365.5242
365.9709
366.152
366.6938
367.1592
367.3135
367.454
367.5295
368.504
368.85
369.043
369.116
369.324
369.5306
370.1518
370.967
371.272
371.4953
371.9343
372.047
372.054
372.1732
372.2199
372.5099
373.4949
373.5414
373.648
374.12
374.465
375.0319
375.3793
375.446
375.815
375.8341
377.0915
377.2715
377.44
377.4607
377.54
377.818
378.0852
378.308
378.4401
378.9114
378.9507
378.9901
380.0378
380.044
380.4671
380.828
381.1625
381.177
381.306
381.6059
381.6822
381.787
382.3412
382.36
382.678
382.6877
382.7061
382.881
383.4309
383.5694
383.8457
383.906
384.0789
384.2161
384.2636
384.297
385.281
385.542
385.8396
386.1696
386.4413
387.057
387.1077
387.2344
387.254
387.523
388.449
388.744
389.066
389.3841
389.457
389.667
390.079
390.1659
390.181
390.2772
390.6195
390.82
390.8454
390.8614
390.979
391.0664
391.4946
391.547
391.813
391.83
391.896
391.9762
392.476
392.786
392.9018
393.2397
393.332
393.405
393.873
393.903
394.257
394.68
394.794
395.049
395.0509
395.1143
395.213
395.3482
395.6473
395.919
395.959
396.0219
396.078
396.081
396.6811
396.865
396.948
396.9892
397.0068
397.0905
397.199
397.2361
397.3909
397.405
397.514
398.0087
398.0678
398.1754
398.235
398.2723
398.3164
398.343
398.3983
398.4219
398.5166
398.5735
399.2902
399.366
399.4233
399.7908
399.806
400.148
400.2413
400.5228
400.597
400.6494
400.7403
400.7701
400.782
400.7936
